log_id,source,model,pred_label,attack_type,proba_attack
36002,network,1d_cnn,attack,DoS Hulk,1.0
36003,network,1d_cnn,benign,BENIGN,0.0
36004,network,1d_cnn,attack,PortScan,1.0
36005,network,1d_cnn,benign,BENIGN,0.0
36006,network,1d_cnn,attack,DoS Hulk,1.0
36007,network,1d_cnn,benign,BENIGN,0.0
36008,network,1d_cnn,benign,BENIGN,0.0
36009,network,1d_cnn,attack,DoS Hulk,1.0
36010,network,1d_cnn,attack,DoS Hulk,1.0
36011,network,1d_cnn,benign,BENIGN,0.0
36012,network,1d_cnn,attack,PortScan,1.0
36013,network,1d_cnn,benign,BENIGN,0.0
36014,network,1d_cnn,benign,BENIGN,0.0
36015,network,1d_cnn,attack,DDoS,1.0
36016,network,1d_cnn,attack,PortScan,1.0
36017,network,1d_cnn,benign,BENIGN,0.0
36018,network,1d_cnn,benign,BENIGN,0.0
36019,network,1d_cnn,attack,DDoS,1.0
36020,network,1d_cnn,attack,DDoS,1.0
36021,network,1d_cnn,attack,FTP-Patator,1.0
36022,network,1d_cnn,attack,DDoS,1.0
36023,network,1d_cnn,benign,BENIGN,0.0
36024,network,1d_cnn,attack,DoS Hulk,1.0
36025,network,1d_cnn,benign,BENIGN,0.0
36026,network,1d_cnn,attack,DoS Hulk,1.0
36027,network,1d_cnn,attack,PortScan,1.0
36028,network,1d_cnn,benign,BENIGN,0.0
36029,network,1d_cnn,attack,DDoS,1.0
36030,network,1d_cnn,attack,DoS Hulk,1.0
36031,network,1d_cnn,benign,BENIGN,0.0
36032,network,1d_cnn,benign,BENIGN,0.0
36033,network,1d_cnn,benign,BENIGN,0.0
36034,network,1d_cnn,attack,DoS Hulk,1.0
36035,network,1d_cnn,benign,BENIGN,0.0
36036,network,1d_cnn,attack,PortScan,1.0
36037,network,1d_cnn,attack,PortScan,1.0
36038,network,1d_cnn,attack,PortScan,1.0
36039,network,1d_cnn,benign,BENIGN,0.0
36040,network,1d_cnn,attack,FTP-Patator,1.0
36041,network,1d_cnn,attack,DoS GoldenEye,1.0
36042,network,1d_cnn,attack,DDoS,1.0
36043,network,1d_cnn,attack,DoS Hulk,1.0
36044,network,1d_cnn,attack,FTP-Patator,1.0
36045,network,1d_cnn,attack,DoS Hulk,1.0
36046,network,1d_cnn,attack,DDoS,1.0
36047,network,1d_cnn,attack,SSH-Patator,1.0
36048,network,1d_cnn,benign,BENIGN,0.0
36049,network,1d_cnn,attack,FTP-Patator,1.0
36050,network,1d_cnn,attack,PortScan,1.0
36051,network,1d_cnn,attack,DoS Hulk,1.0
36052,network,1d_cnn,attack,DoS Hulk,1.0
36053,network,1d_cnn,benign,BENIGN,0.0
36054,network,1d_cnn,attack,DDoS,1.0
36055,network,1d_cnn,benign,BENIGN,0.0
36056,network,1d_cnn,attack,DDoS,1.0
36057,network,1d_cnn,attack,DDoS,1.0
36058,network,1d_cnn,benign,BENIGN,0.0
36059,network,1d_cnn,benign,BENIGN,0.0
36060,network,1d_cnn,benign,BENIGN,0.0
36061,network,1d_cnn,benign,BENIGN,0.0
36062,network,1d_cnn,attack,SSH-Patator,1.0
36063,network,1d_cnn,attack,DoS Hulk,1.0
36064,network,1d_cnn,attack,DoS Hulk,1.0
36065,network,1d_cnn,benign,BENIGN,0.0
36066,network,1d_cnn,attack,DoS Hulk,1.0
36067,network,1d_cnn,attack,DoS Hulk,1.0
36068,network,1d_cnn,benign,BENIGN,0.0
36069,network,1d_cnn,attack,DoS Slowhttptest,1.0
36070,network,1d_cnn,benign,BENIGN,0.0
36071,network,1d_cnn,attack,DDoS,1.0
36072,network,1d_cnn,attack,DoS Hulk,1.0
36073,network,1d_cnn,benign,BENIGN,0.0
36074,network,1d_cnn,attack,DoS Hulk,1.0
36075,network,1d_cnn,attack,DDoS,1.0
36076,network,1d_cnn,attack,PortScan,1.0
36077,network,1d_cnn,attack,DDoS,1.0
36078,network,1d_cnn,attack,DDoS,1.0
36079,network,1d_cnn,benign,BENIGN,0.0
36080,network,1d_cnn,attack,DDoS,1.0
36081,network,1d_cnn,benign,BENIGN,0.0
36082,network,1d_cnn,attack,DDoS,1.0
36083,network,1d_cnn,benign,BENIGN,0.0
36084,network,1d_cnn,benign,BENIGN,0.0
36085,network,1d_cnn,attack,PortScan,1.0
36086,network,1d_cnn,attack,DDoS,1.0
36087,network,1d_cnn,attack,DoS Hulk,1.0
36088,network,1d_cnn,benign,BENIGN,0.0
36089,network,1d_cnn,benign,BENIGN,0.0
36090,network,1d_cnn,attack,DoS Hulk,1.0
36091,network,1d_cnn,benign,BENIGN,0.0
36092,network,1d_cnn,attack,DoS Hulk,1.0
36093,network,1d_cnn,benign,BENIGN,0.0
36094,network,1d_cnn,attack,DDoS,1.0
36095,network,1d_cnn,benign,BENIGN,0.0
36096,network,1d_cnn,attack,DDoS,1.0
36097,network,1d_cnn,attack,DDoS,1.0
36098,network,1d_cnn,attack,DoS Hulk,1.0
36099,network,1d_cnn,attack,DDoS,1.0
36100,network,1d_cnn,attack,DDoS,1.0
36101,network,1d_cnn,benign,BENIGN,0.0
36102,network,1d_cnn,attack,DoS slowloris,1.0
36103,network,1d_cnn,benign,BENIGN,0.0
36104,network,1d_cnn,attack,DoS Hulk,1.0
36105,network,1d_cnn,attack,PortScan,1.0
36106,network,1d_cnn,benign,BENIGN,0.0
36107,network,1d_cnn,attack,DDoS,1.0
36108,network,1d_cnn,benign,BENIGN,0.0
36109,network,1d_cnn,benign,BENIGN,0.0
36110,network,1d_cnn,benign,BENIGN,0.0
36111,network,1d_cnn,attack,DoS Hulk,1.0
36112,network,1d_cnn,attack,DoS Hulk,1.0
36113,network,1d_cnn,attack,DoS slowloris,1.0
36114,network,1d_cnn,attack,PortScan,1.0
36115,network,1d_cnn,benign,BENIGN,0.0
36116,network,1d_cnn,attack,PortScan,1.0
36117,network,1d_cnn,attack,DDoS,1.0
36118,network,1d_cnn,benign,BENIGN,0.0
36119,network,1d_cnn,benign,BENIGN,0.0
36120,network,1d_cnn,benign,BENIGN,0.0
36121,network,1d_cnn,benign,BENIGN,0.0
36122,network,1d_cnn,attack,DDoS,1.0
36123,network,1d_cnn,benign,BENIGN,0.0
36124,network,1d_cnn,attack,PortScan,1.0
36125,network,1d_cnn,attack,DoS Hulk,1.0
36126,network,1d_cnn,benign,BENIGN,0.0
36127,network,1d_cnn,benign,BENIGN,0.0
36128,network,1d_cnn,attack,DoS Hulk,1.0
36129,network,1d_cnn,attack,PortScan,1.0
36130,network,1d_cnn,benign,BENIGN,0.0
36131,network,1d_cnn,attack,PortScan,1.0
36132,network,1d_cnn,benign,BENIGN,0.0
36133,network,1d_cnn,benign,BENIGN,0.0
36134,network,1d_cnn,attack,DoS Hulk,1.0
36135,network,1d_cnn,benign,BENIGN,0.0
36136,network,1d_cnn,attack,DDoS,1.0
36137,network,1d_cnn,benign,BENIGN,0.0
36138,network,1d_cnn,attack,DDoS,1.0
36139,network,1d_cnn,attack,DoS Hulk,1.0
36140,network,1d_cnn,attack,DDoS,1.0
36141,network,1d_cnn,attack,DoS Hulk,1.0
36142,network,1d_cnn,attack,DoS Hulk,1.0
36143,network,1d_cnn,attack,DDoS,1.0
36144,network,1d_cnn,attack,DDoS,1.0
36145,network,1d_cnn,attack,DDoS,1.0
36146,network,1d_cnn,benign,BENIGN,0.0
36147,network,1d_cnn,benign,BENIGN,0.0
36148,network,1d_cnn,attack,DoS slowloris,1.0
36149,network,1d_cnn,benign,BENIGN,0.0
36150,network,1d_cnn,attack,DDoS,1.0
36151,network,1d_cnn,attack,DoS Hulk,1.0
36152,network,1d_cnn,benign,BENIGN,0.0
36153,network,1d_cnn,attack,DDoS,1.0
36154,network,1d_cnn,attack,DoS Hulk,1.0
36155,network,1d_cnn,benign,BENIGN,0.0
36156,network,1d_cnn,benign,BENIGN,0.0
36157,network,1d_cnn,attack,PortScan,1.0
36158,network,1d_cnn,attack,PortScan,1.0
36159,network,1d_cnn,attack,DoS Hulk,1.0
36160,network,1d_cnn,benign,BENIGN,0.0
36161,network,1d_cnn,benign,BENIGN,0.0
36162,network,1d_cnn,attack,DDoS,1.0
36163,network,1d_cnn,attack,DoS Hulk,1.0
36164,network,1d_cnn,attack,DoS GoldenEye,1.0
36165,network,1d_cnn,attack,DoS Hulk,1.0
36166,network,1d_cnn,attack,DDoS,1.0
36167,network,1d_cnn,benign,BENIGN,0.0
36168,network,1d_cnn,benign,BENIGN,0.0
36169,network,1d_cnn,attack,DDoS,1.0
36170,network,1d_cnn,attack,PortScan,1.0
36171,network,1d_cnn,benign,BENIGN,0.0
36172,network,1d_cnn,benign,BENIGN,0.0
36173,network,1d_cnn,attack,DDoS,1.0
36174,network,1d_cnn,benign,BENIGN,0.0
36175,network,1d_cnn,attack,Web Attack � Brute Force,1.0
36176,network,1d_cnn,attack,DDoS,1.0
36177,network,1d_cnn,attack,DDoS,1.0
36178,network,1d_cnn,attack,PortScan,1.0
36179,network,1d_cnn,attack,DDoS,1.0
36180,network,1d_cnn,attack,PortScan,1.0
36181,network,1d_cnn,benign,BENIGN,0.0
36182,network,1d_cnn,benign,BENIGN,0.0
36183,network,1d_cnn,benign,BENIGN,0.0
36184,network,1d_cnn,attack,DDoS,1.0
36185,network,1d_cnn,benign,BENIGN,0.0
36186,network,1d_cnn,attack,PortScan,1.0
36187,network,1d_cnn,benign,BENIGN,0.0
36188,network,1d_cnn,benign,BENIGN,0.0
36189,network,1d_cnn,attack,PortScan,1.0
36190,network,1d_cnn,benign,BENIGN,0.0
36191,network,1d_cnn,benign,BENIGN,0.0
36192,network,1d_cnn,attack,DDoS,1.0
36193,network,1d_cnn,attack,DDoS,1.0
36194,network,1d_cnn,attack,DoS Hulk,1.0
36195,network,1d_cnn,benign,BENIGN,0.0
36196,network,1d_cnn,benign,BENIGN,0.0
36197,network,1d_cnn,benign,BENIGN,0.0
36198,network,1d_cnn,benign,BENIGN,0.0
36199,network,1d_cnn,attack,Bot,1.0
36200,network,1d_cnn,attack,DoS Hulk,1.0
36201,network,1d_cnn,attack,DDoS,1.0
36202,network,1d_cnn,attack,DDoS,1.0
36203,network,1d_cnn,attack,DoS Hulk,1.0
36204,network,1d_cnn,attack,PortScan,1.0
36205,network,1d_cnn,attack,DoS Hulk,1.0
36206,network,1d_cnn,benign,BENIGN,0.0
36207,network,1d_cnn,attack,DoS Hulk,1.0
36208,network,1d_cnn,attack,DDoS,1.0
36209,network,1d_cnn,attack,DDoS,1.0
36210,network,1d_cnn,attack,DDoS,1.0
36211,network,1d_cnn,attack,DoS Hulk,1.0
36212,network,1d_cnn,attack,DoS Hulk,1.0
36213,network,1d_cnn,attack,DoS Hulk,1.0
36214,network,1d_cnn,attack,DDoS,1.0
36215,network,1d_cnn,benign,BENIGN,0.0
36216,network,1d_cnn,attack,DoS Hulk,1.0
36217,network,1d_cnn,benign,BENIGN,0.0
36218,network,1d_cnn,attack,PortScan,1.0
36219,network,1d_cnn,attack,DoS Hulk,1.0
36220,network,1d_cnn,attack,DoS Hulk,1.0
36221,network,1d_cnn,benign,BENIGN,0.0
36222,network,1d_cnn,attack,DoS GoldenEye,1.0
36223,network,1d_cnn,benign,BENIGN,0.0
36224,network,1d_cnn,benign,BENIGN,0.0
36225,network,1d_cnn,attack,DoS Hulk,1.0
36226,network,1d_cnn,attack,DoS Hulk,1.0
36227,network,1d_cnn,benign,BENIGN,0.0
36228,network,1d_cnn,benign,BENIGN,0.0
36229,network,1d_cnn,attack,SSH-Patator,1.0
36230,network,1d_cnn,benign,BENIGN,0.0
36231,network,1d_cnn,benign,BENIGN,0.0
36232,network,1d_cnn,benign,BENIGN,0.0
36233,network,1d_cnn,attack,DDoS,1.0
36234,network,1d_cnn,attack,Web Attack � Brute Force,1.0
36235,network,1d_cnn,benign,BENIGN,0.0
36236,network,1d_cnn,benign,BENIGN,0.0
36237,network,1d_cnn,attack,DoS Hulk,1.0
36238,network,1d_cnn,benign,BENIGN,0.0
36239,network,1d_cnn,benign,BENIGN,0.0
36240,network,1d_cnn,attack,DoS Hulk,1.0
36241,network,1d_cnn,benign,BENIGN,0.0
36242,network,1d_cnn,benign,BENIGN,0.0
36243,network,1d_cnn,benign,BENIGN,0.0
36244,network,1d_cnn,attack,DDoS,1.0
36245,network,1d_cnn,benign,BENIGN,0.0
36246,network,1d_cnn,benign,BENIGN,0.0
36247,network,1d_cnn,attack,PortScan,1.0
36248,network,1d_cnn,attack,DDoS,1.0
36249,network,1d_cnn,benign,BENIGN,0.0
36250,network,1d_cnn,attack,PortScan,1.0
36251,network,1d_cnn,attack,DoS Hulk,1.0
36252,network,1d_cnn,attack,DDoS,1.0
36253,network,1d_cnn,benign,BENIGN,0.0
36254,network,1d_cnn,benign,BENIGN,0.0
36255,network,1d_cnn,benign,BENIGN,0.0
36256,network,1d_cnn,attack,DoS slowloris,1.0
36257,network,1d_cnn,benign,BENIGN,0.0
36258,network,1d_cnn,attack,PortScan,1.0
36259,network,1d_cnn,benign,BENIGN,0.0
36260,network,1d_cnn,attack,DDoS,1.0
36261,network,1d_cnn,attack,DoS Hulk,1.0
36262,network,1d_cnn,attack,DDoS,1.0
36263,network,1d_cnn,attack,FTP-Patator,1.0
36264,network,1d_cnn,benign,BENIGN,0.0
36265,network,1d_cnn,attack,Bot,1.0
36266,network,1d_cnn,attack,DDoS,1.0
36267,network,1d_cnn,attack,DoS GoldenEye,1.0
36268,network,1d_cnn,benign,BENIGN,0.0
36269,network,1d_cnn,attack,PortScan,1.0
36270,network,1d_cnn,benign,BENIGN,0.0
36271,network,1d_cnn,attack,PortScan,1.0
36272,network,1d_cnn,attack,DoS Hulk,1.0
36273,network,1d_cnn,benign,BENIGN,0.0
36274,network,1d_cnn,benign,BENIGN,0.0
36275,network,1d_cnn,benign,BENIGN,0.0
36276,network,1d_cnn,attack,DDoS,1.0
36277,network,1d_cnn,attack,DDoS,1.0
36278,network,1d_cnn,attack,DoS Hulk,1.0
36279,network,1d_cnn,attack,PortScan,1.0
36280,network,1d_cnn,benign,BENIGN,0.0
36281,network,1d_cnn,attack,DDoS,1.0
36282,network,1d_cnn,benign,BENIGN,0.0
36283,network,1d_cnn,attack,PortScan,1.0
36284,network,1d_cnn,attack,DoS Hulk,1.0
36285,network,1d_cnn,benign,BENIGN,0.0
36286,network,1d_cnn,attack,DDoS,1.0
36287,network,1d_cnn,benign,BENIGN,0.0
36288,network,1d_cnn,attack,DoS Hulk,1.0
36289,network,1d_cnn,benign,BENIGN,0.0
36290,network,1d_cnn,attack,DDoS,1.0
36291,network,1d_cnn,attack,DDoS,1.0
36292,network,1d_cnn,attack,DoS Hulk,1.0
36293,network,1d_cnn,benign,BENIGN,0.0
36294,network,1d_cnn,attack,DDoS,1.0
36295,network,1d_cnn,benign,BENIGN,0.0
36296,network,1d_cnn,benign,BENIGN,0.0
36297,network,1d_cnn,attack,DoS GoldenEye,1.0
36298,network,1d_cnn,benign,BENIGN,0.0
36299,network,1d_cnn,benign,BENIGN,0.0
36300,network,1d_cnn,attack,DoS Hulk,1.0
36301,network,1d_cnn,attack,DoS Hulk,1.0
36302,network,1d_cnn,benign,BENIGN,0.0
36303,network,1d_cnn,benign,BENIGN,0.0
36304,network,1d_cnn,benign,BENIGN,0.0
36305,network,1d_cnn,attack,DoS Hulk,1.0
36306,network,1d_cnn,attack,DDoS,1.0
36307,network,1d_cnn,attack,PortScan,1.0
36308,network,1d_cnn,benign,BENIGN,0.0
36309,network,1d_cnn,attack,DDoS,1.0
36310,network,1d_cnn,benign,BENIGN,0.0
36311,network,1d_cnn,attack,DDoS,1.0
36312,network,1d_cnn,attack,PortScan,1.0
36313,network,1d_cnn,attack,DDoS,1.0
36314,network,1d_cnn,attack,DoS Hulk,1.0
36315,network,1d_cnn,benign,BENIGN,0.0
36316,network,1d_cnn,attack,DoS Hulk,1.0
36317,network,1d_cnn,attack,DDoS,1.0
36318,network,1d_cnn,attack,DDoS,1.0
36319,network,1d_cnn,benign,BENIGN,0.0
36320,network,1d_cnn,benign,BENIGN,0.0
36321,network,1d_cnn,attack,PortScan,1.0
36322,network,1d_cnn,attack,DoS Hulk,1.0
36323,network,1d_cnn,benign,BENIGN,0.0
36324,network,1d_cnn,benign,BENIGN,0.0
36325,network,1d_cnn,attack,PortScan,1.0
36326,network,1d_cnn,attack,PortScan,1.0
36327,network,1d_cnn,benign,BENIGN,0.0
36328,network,1d_cnn,benign,BENIGN,0.0
36329,network,1d_cnn,attack,DDoS,1.0
36330,network,1d_cnn,attack,DoS Hulk,1.0
36331,network,1d_cnn,benign,BENIGN,0.0
36332,network,1d_cnn,benign,BENIGN,0.0
36333,network,1d_cnn,benign,BENIGN,0.0
36334,network,1d_cnn,benign,BENIGN,0.0
36335,network,1d_cnn,attack,DoS Hulk,1.0
36336,network,1d_cnn,benign,BENIGN,0.0
36337,network,1d_cnn,benign,BENIGN,0.0
36338,network,1d_cnn,attack,DDoS,1.0
36339,network,1d_cnn,benign,BENIGN,0.0
36340,network,1d_cnn,attack,PortScan,1.0
36341,network,1d_cnn,attack,DDoS,1.0
36342,network,1d_cnn,attack,DoS Hulk,1.0
36343,network,1d_cnn,attack,PortScan,1.0
36344,network,1d_cnn,attack,DDoS,1.0
36345,network,1d_cnn,attack,DDoS,1.0
36346,network,1d_cnn,attack,DDoS,1.0
36347,network,1d_cnn,attack,DoS Hulk,1.0
36348,network,1d_cnn,attack,DDoS,1.0
36349,network,1d_cnn,benign,BENIGN,0.0
36350,network,1d_cnn,attack,DoS Hulk,1.0
36351,network,1d_cnn,benign,BENIGN,0.0
36352,network,1d_cnn,benign,BENIGN,0.0
36353,network,1d_cnn,benign,BENIGN,0.0
36354,network,1d_cnn,attack,PortScan,1.0
36355,network,1d_cnn,attack,DoS Hulk,1.0
36356,network,1d_cnn,attack,PortScan,1.0
36357,network,1d_cnn,attack,DDoS,1.0
36358,network,1d_cnn,attack,DDoS,1.0
36359,network,1d_cnn,attack,DoS Hulk,1.0
36360,network,1d_cnn,attack,DDoS,1.0
36361,network,1d_cnn,benign,BENIGN,0.0
36362,network,1d_cnn,attack,DDoS,1.0
36363,network,1d_cnn,attack,DoS Hulk,1.0
36364,network,1d_cnn,benign,BENIGN,0.0
36365,network,1d_cnn,benign,BENIGN,0.0
36366,network,1d_cnn,attack,DoS Hulk,1.0
36367,network,1d_cnn,attack,DDoS,1.0
36368,network,1d_cnn,attack,DDoS,1.0
36369,network,1d_cnn,benign,BENIGN,0.0
36370,network,1d_cnn,attack,DDoS,1.0
36371,network,1d_cnn,attack,DDoS,1.0
36372,network,1d_cnn,attack,PortScan,1.0
36373,network,1d_cnn,attack,PortScan,1.0
36374,network,1d_cnn,attack,DDoS,1.0
36375,network,1d_cnn,benign,BENIGN,0.0
36376,network,1d_cnn,attack,DoS GoldenEye,1.0
36377,network,1d_cnn,benign,BENIGN,0.0
36378,network,1d_cnn,attack,DoS Hulk,1.0
36379,network,1d_cnn,benign,BENIGN,0.0
36380,network,1d_cnn,attack,DDoS,1.0
36381,network,1d_cnn,attack,PortScan,1.0
36382,network,1d_cnn,benign,BENIGN,0.0
36383,network,1d_cnn,attack,DoS Hulk,1.0
36384,network,1d_cnn,attack,PortScan,1.0
36385,network,1d_cnn,benign,BENIGN,0.0
36386,network,1d_cnn,benign,BENIGN,0.0
36387,network,1d_cnn,benign,BENIGN,0.0
36388,network,1d_cnn,attack,DDoS,1.0
36389,network,1d_cnn,attack,DoS Hulk,1.0
36390,network,1d_cnn,attack,DoS Hulk,1.0
36391,network,1d_cnn,attack,DoS Hulk,1.0
36392,network,1d_cnn,attack,DDoS,1.0
36393,network,1d_cnn,attack,PortScan,1.0
36394,network,1d_cnn,attack,DDoS,1.0
36395,network,1d_cnn,attack,DoS Hulk,1.0
36396,network,1d_cnn,attack,DoS Hulk,1.0
36397,network,1d_cnn,benign,BENIGN,0.0
36398,network,1d_cnn,attack,PortScan,1.0
36399,network,1d_cnn,attack,DoS GoldenEye,1.0
36400,network,1d_cnn,attack,DoS Hulk,1.0
36401,network,1d_cnn,benign,BENIGN,0.0
36402,network,1d_cnn,benign,BENIGN,0.0
36403,network,1d_cnn,attack,DoS Hulk,1.0
36404,network,1d_cnn,attack,FTP-Patator,1.0
36405,network,1d_cnn,attack,DoS Hulk,1.0
36406,network,1d_cnn,attack,Bot,1.0
36407,network,1d_cnn,attack,DoS Hulk,1.0
36408,network,1d_cnn,benign,BENIGN,0.0
36409,network,1d_cnn,benign,BENIGN,0.0
36410,network,1d_cnn,benign,BENIGN,0.0
36411,network,1d_cnn,benign,BENIGN,0.0
36412,network,1d_cnn,benign,BENIGN,0.0
36413,network,1d_cnn,benign,BENIGN,0.0
36414,network,1d_cnn,benign,BENIGN,0.0
36415,network,1d_cnn,benign,BENIGN,0.0
36416,network,1d_cnn,benign,BENIGN,0.0
36417,network,1d_cnn,attack,DoS Hulk,1.0
36418,network,1d_cnn,attack,DoS Hulk,1.0
36419,network,1d_cnn,attack,DDoS,1.0
36420,network,1d_cnn,attack,DoS Hulk,1.0
36421,network,1d_cnn,attack,DDoS,1.0
36422,network,1d_cnn,attack,FTP-Patator,1.0
36423,network,1d_cnn,benign,BENIGN,0.0
36424,network,1d_cnn,attack,DoS Hulk,1.0
36425,network,1d_cnn,attack,PortScan,1.0
36426,network,1d_cnn,attack,DDoS,1.0
36427,network,1d_cnn,benign,BENIGN,0.0
36428,network,1d_cnn,benign,BENIGN,0.0
36429,network,1d_cnn,attack,DoS Hulk,1.0
36430,network,1d_cnn,attack,DDoS,1.0
36431,network,1d_cnn,benign,BENIGN,0.0
36432,network,1d_cnn,benign,BENIGN,0.0
36433,network,1d_cnn,benign,BENIGN,0.0
36434,network,1d_cnn,attack,DoS Hulk,1.0
36435,network,1d_cnn,benign,BENIGN,0.0
36436,network,1d_cnn,benign,BENIGN,0.0
36437,network,1d_cnn,attack,DDoS,1.0
36438,network,1d_cnn,attack,DDoS,1.0
36439,network,1d_cnn,attack,DoS Hulk,1.0
36440,network,1d_cnn,attack,DoS Hulk,1.0
36441,network,1d_cnn,attack,PortScan,1.0
36442,network,1d_cnn,attack,DDoS,1.0
36443,network,1d_cnn,benign,BENIGN,0.0
36444,network,1d_cnn,attack,DDoS,1.0
36445,network,1d_cnn,attack,PortScan,1.0
36446,network,1d_cnn,benign,BENIGN,0.0
36447,network,1d_cnn,benign,BENIGN,0.0
36448,network,1d_cnn,attack,PortScan,1.0
36449,network,1d_cnn,benign,BENIGN,0.0
36450,network,1d_cnn,benign,BENIGN,0.0
36451,network,1d_cnn,attack,DoS Hulk,1.0
36452,network,1d_cnn,attack,DoS Hulk,1.0
36453,network,1d_cnn,attack,DDoS,1.0
36454,network,1d_cnn,attack,DoS Hulk,1.0
36455,network,1d_cnn,benign,BENIGN,0.0
36456,network,1d_cnn,attack,DDoS,1.0
36457,network,1d_cnn,benign,BENIGN,0.0
36458,network,1d_cnn,attack,PortScan,1.0
36459,network,1d_cnn,attack,PortScan,1.0
36460,network,1d_cnn,benign,BENIGN,0.0
36461,network,1d_cnn,attack,DoS Hulk,1.0
36462,network,1d_cnn,attack,PortScan,1.0
36463,network,1d_cnn,attack,DDoS,1.0
36464,network,1d_cnn,benign,BENIGN,0.0
36465,network,1d_cnn,benign,BENIGN,0.0
36466,network,1d_cnn,attack,DDoS,1.0
36467,network,1d_cnn,benign,BENIGN,0.0
36468,network,1d_cnn,benign,BENIGN,0.0
36469,network,1d_cnn,benign,BENIGN,0.0
36470,network,1d_cnn,benign,BENIGN,0.0
36471,network,1d_cnn,benign,BENIGN,0.0
36472,network,1d_cnn,attack,PortScan,1.0
36473,network,1d_cnn,benign,BENIGN,0.0
36474,network,1d_cnn,attack,DoS Hulk,1.0
36475,network,1d_cnn,attack,DDoS,1.0
36476,network,1d_cnn,benign,BENIGN,0.0
36477,network,1d_cnn,benign,BENIGN,0.0
36478,network,1d_cnn,attack,DoS GoldenEye,1.0
36479,network,1d_cnn,benign,BENIGN,0.0
36480,network,1d_cnn,attack,DoS Hulk,1.0
36481,network,1d_cnn,attack,DoS Hulk,1.0
36482,network,1d_cnn,attack,DDoS,1.0
36483,network,1d_cnn,attack,DDoS,1.0
36484,network,1d_cnn,benign,BENIGN,0.0
36485,network,1d_cnn,benign,BENIGN,0.0
36486,network,1d_cnn,attack,PortScan,1.0
36487,network,1d_cnn,attack,DDoS,1.0
36488,network,1d_cnn,benign,BENIGN,0.0
36489,network,1d_cnn,attack,DDoS,1.0
36490,network,1d_cnn,benign,BENIGN,0.0
36491,network,1d_cnn,benign,BENIGN,0.0
36492,network,1d_cnn,attack,DoS Slowhttptest,1.0
36493,network,1d_cnn,benign,BENIGN,0.0
36494,network,1d_cnn,attack,DDoS,1.0
36495,network,1d_cnn,attack,DDoS,1.0
36496,network,1d_cnn,benign,BENIGN,0.0
36497,network,1d_cnn,attack,PortScan,1.0
36498,network,1d_cnn,attack,DoS slowloris,1.0
36499,network,1d_cnn,attack,FTP-Patator,1.0
36500,network,1d_cnn,attack,DDoS,1.0
36501,network,1d_cnn,benign,BENIGN,0.0
36502,network,1d_cnn,attack,DDoS,1.0
36503,network,1d_cnn,attack,DoS Hulk,1.0
36504,network,1d_cnn,attack,PortScan,1.0
36505,network,1d_cnn,attack,DoS slowloris,1.0
36506,network,1d_cnn,benign,BENIGN,0.0
36507,network,1d_cnn,attack,PortScan,1.0
36508,network,1d_cnn,attack,DDoS,1.0
36509,network,1d_cnn,attack,DDoS,1.0
36510,network,1d_cnn,attack,DoS Hulk,1.0
36511,network,1d_cnn,attack,PortScan,1.0
36512,network,1d_cnn,benign,BENIGN,0.0
36513,network,1d_cnn,attack,DoS Slowhttptest,1.0
36514,network,1d_cnn,attack,PortScan,1.0
36515,network,1d_cnn,benign,BENIGN,0.0
36516,network,1d_cnn,attack,DDoS,1.0
36517,network,1d_cnn,benign,BENIGN,0.0
36518,network,1d_cnn,attack,DDoS,1.0
36519,network,1d_cnn,attack,DoS Hulk,1.0
36520,network,1d_cnn,attack,PortScan,1.0
36521,network,1d_cnn,attack,DDoS,1.0
36522,network,1d_cnn,attack,DDoS,1.0
36523,network,1d_cnn,attack,DoS Hulk,1.0
36524,network,1d_cnn,attack,PortScan,1.0
36525,network,1d_cnn,attack,DoS GoldenEye,1.0
36526,network,1d_cnn,benign,BENIGN,0.0
36527,network,1d_cnn,benign,BENIGN,0.0
36528,network,1d_cnn,benign,BENIGN,0.0
36529,network,1d_cnn,attack,DoS Hulk,1.0
36530,network,1d_cnn,attack,DDoS,1.0
36531,network,1d_cnn,benign,BENIGN,0.0
36532,network,1d_cnn,attack,SSH-Patator,1.0
36533,network,1d_cnn,attack,DoS Hulk,1.0
36534,network,1d_cnn,attack,DoS Hulk,1.0
36535,network,1d_cnn,attack,DoS Hulk,1.0
36536,network,1d_cnn,benign,BENIGN,0.0
36537,network,1d_cnn,attack,DDoS,1.0
36538,network,1d_cnn,benign,BENIGN,0.0
36539,network,1d_cnn,attack,DDoS,1.0
36540,network,1d_cnn,benign,BENIGN,0.0
36541,network,1d_cnn,attack,DDoS,1.0
36542,network,1d_cnn,attack,DDoS,1.0
36543,network,1d_cnn,attack,DoS Slowhttptest,1.0
36544,network,1d_cnn,attack,DoS Hulk,1.0
36545,network,1d_cnn,benign,BENIGN,0.0
36546,network,1d_cnn,attack,DoS GoldenEye,1.0
36547,network,1d_cnn,attack,DoS Hulk,1.0
36548,network,1d_cnn,benign,BENIGN,0.0
36549,network,1d_cnn,attack,DDoS,1.0
36550,network,1d_cnn,attack,PortScan,1.0
36551,network,1d_cnn,benign,BENIGN,0.0
36552,network,1d_cnn,attack,PortScan,1.0
36553,network,1d_cnn,attack,DDoS,1.0
36554,network,1d_cnn,attack,DoS Slowhttptest,1.0
